정리된 역명,총승하차인원,사용일자수,평균 하루 총 승하차인원
구로디지털단지역,2339348,45,51986.0
홍대입구역,1972886,45,43842.0
고속터미널,1671167,45,37137.0
수유역.강북구청,1635394,45,36342.0
미아사거리역,1524973,45,33888.0
신도림역,1303440,45,28965.0
서울역버스환승센터,1264158,45,28092.0
지하철2호선강남역,1234315,45,27429.0
신림사거리.신림역,1076127,45,23914.0
합정역,969745,45,21550.0
경방타임스퀘어.신세계백화점,953630,45,21192.0
돈암사거리.성신여대입구,949948,45,21110.0
동대문역.흥인지문,841552,45,18701.0
논현역,821527,45,18256.0
종로2가,814188,45,18093.0
현대아파트,799985,45,17777.0
개봉역,789573,45,17546.0
청량리역환승센터,785337,45,17452.0
종로1가,773334,45,17185.0
서울대입구역,771052,45,17134.0
잠실역.롯데월드,769457,45,17099.0
숙대입구역,757129,45,16825.0
신분당선강남역,752950,45,16732.0
녹번역,736035,45,16356.0
숭실대입구역,735468,45,16344.0
신용산역,729612,45,16214.0
종로3가.탑골공원,728603,45,16191.0
홍제역,727696,45,16171.0
쌍문역,718559,45,15968.0
수유시장.성신여대미아캠퍼스앞,710908,45,15798.0
수유역,693383,45,15409.0
청량리역환승센타,689866,45,15330.0
광화문,670622,45,14903.0
신촌오거리.현대백화점,648579,45,14413.0
영등포역,642039,45,14268.0
길음뉴타운,642035,45,14267.0
디지털미디어시티역,621787,45,13817.0
마포역,614356,45,13652.0
노량진역,601027,45,13356.0
여의도환승센터,594998,45,13222.0
연희104고지앞.구성산회관,586988,45,13044.0
관악구청,583297,45,12962.0
영천시장,580721,45,12905.0
종로5가.광장시장,572282,45,12717.0
금천우체국,561048,45,12468.0
총신대입구역.남성사계시장입구앞,560824,45,12463.0
미아리고개.미아리예술극장,556680,45,12371.0
노량진수산시장.CTS기독교TV,555094,45,12335.0
동교동삼거리,553399,45,12298.0
염창역.서울도시가스,551064,45,12246.0
동대문역사문화공원,544742,45,12105.0
삼선교.한성대학교.조소앙활동터,541404,45,12031.0
동묘앞,539972,45,11999.0
순천향대학병원,534774,45,11884.0
신대방역,534206,45,11871.0
상계역,531501,45,11811.0
대방역,531215,45,11805.0
삼선동주민센터,524833,45,11663.0
서울역사박물관.경희궁앞,524418,45,11654.0
연세대앞,523711,45,11638.0
래미안아파트.파이낸셜뉴스,523087,45,11624.0
롯데백화점,519984,45,11555.0
제기동역.서울약령시,516495,45,11478.0
사당역,513380,45,11408.0
낙성대역,509853,45,11330.0
삼각지역,501368,45,11142.0
성신여대입구역,499301,45,11096.0
가산디지털단지역,496853,45,11041.0
이대역,495121,45,11003.0
미아역.신일중고,492099,45,10936.0
성대시장,489776,45,10884.0
종암사거리입구,484990,45,10778.0
수서역,482698,45,10727.0
종로6가.동대문종합시장,480850,45,10686.0
가락시장.가락시장역,474159,45,10537.0
롯데영프라자,473980,45,10533.0
종암동주민센터,473240,45,10516.0
등촌역.강서보건소,472917,45,10509.0
순천향대학병원.한남오거리,470279,45,10451.0
뱅뱅사거리,468871,45,10419.0
갈월동,464488,45,10322.0
중랑역.동부시장,463145,45,10292.0
석촌호수.한솔병원,461726,45,10261.0
온수역,454161,45,10092.0
이대후문,447692,45,9949.0
모두의학교.금천문화예술정보학교,446497,45,9922.0
한강대교북단.LG유플러스,446187,45,9915.0
삼선교.한성대학교,445114,45,9891.0
아현역,439730,45,9772.0
신림역4번출구,434428,45,9654.0
서교동,431030,45,9578.0
삼육서울병원,429929,45,9554.0
선릉역,428751,45,9528.0
신촌역,428496,45,9522.0
경찰청.동북아역사재단,427993,45,9511.0
청량리수산시장,423831,45,9418.0
신설동역,423529,45,9412.0
동양미래대학.구로성심병원,422827,45,9396.0
양재역,422023,45,9378.0
시흥사거리,420578,45,9346.0
구로4동우체국.고대구로병원정문,420133,45,9336.0
연신내역.로데오거리,418240,45,9294.0
노량진역3번출구,417287,45,9273.0
숭례문,414966,45,9221.0
양재역.서초문화예술회관,414684,45,9215.0
봉원중학교.행운동우성아파트,413927,45,9198.0
망우역,412643,45,9170.0
이수역,409048,45,9090.0
숭덕초교,408307,45,9073.0
청담동주민센터,408113,45,9069.0
길음2동주민센터,405117,45,9003.0
공군호텔,403960,45,8977.0
신림동별빛거리입구,403869,45,8975.0
길음역,403627,45,8969.0
한양아파트.압구정로데오역,400847,45,8908.0
남산서울타워,400458,45,8899.0
창동역동측,400374,45,8897.0
신림사거리,399562,45,8879.0
사천교,398509,45,8856.0
도봉구민회관.도봉문화원,398298,45,8851.0
회기역,398146,45,8848.0
도봉세무서.성북시장,397370,45,8830.0
봉천사거리.봉천중앙시장,396820,45,8818.0
어린이대공원후문아차산역,396001,45,8800.0
목동사거리,394288,45,8762.0
김안과병원,392271,45,8717.0
건대입구역사거리.건대병원,391295,45,8695.0
강서구청.한국건강관리협회,389308,45,8651.0
신반포역.세화여중고,387687,45,8615.0
송파역,386433,45,8587.0
성북구청.성북경찰서,386238,45,8583.0
상봉역.중랑우체국,386128,45,8581.0
장한평역,381359,45,8475.0
종로4가.종묘,380022,45,8445.0
연신내역.연서시장,372205,45,8271.0
연서시장,372173,45,8271.0
디지털단지오거리,371748,45,8261.0
새절역.숭실고입구,369950,45,8221.0
산골고개,369847,45,8219.0
강북구청,369677,45,8215.0
답십리역사거리,367915,45,8176.0
구로역.NC신구로점,366232,45,8138.0
서대문우체국,364653,45,8103.0
명지대,359971,45,7999.0
노들역,358994,45,7978.0
상도역,358901,45,7976.0
신정역,358242,45,7961.0
문성초등학교,355436,45,7899.0
남영역,354557,45,7879.0
모래내시장.가좌역,354513,45,7878.0
청량리.청과물도매시장,353679,45,7860.0
당산역삼성래미안아파트,353635,45,7859.0
상왕십리역,352650,45,7837.0
강서구청사거리.서울디지털대학교,349661,45,7770.0
쌍문역.쌍리단길,349471,45,7766.0
까치산역4번출구,348870,45,7753.0
창경궁.서울대학교병원,347423,45,7721.0
명륜3가.성대입구,346688,45,7704.0
은평구청,346244,45,7694.0
당산역,344925,45,7665.0
석촌역,343408,45,7631.0
국가인권위.안중근활동터,342858,45,7619.0
석계역1번출구A,342220,45,7605.0
독립문역.한성과학고,339174,45,7537.0
까치산역2번출구,339079,45,7535.0
봉천역.관악초등학교,338813,45,7529.0
수유3동우체국,337609,45,7502.0
천호역,334895,45,7442.0
하계역,333954,45,7421.0
낙성대입구,331662,45,7370.0
연희동대우아파트,331106,45,7358.0
신사역.푸른저축은행,330002,45,7333.0
KT광화문지사,329441,45,7321.0
신대방삼거리,328024,45,7289.0
독산동정훈단지,324635,45,7214.0
충정로역,324384,45,7209.0
잠실종합운동장,322765,45,7173.0
중랑교,322179,45,7160.0
신정네거리역,321985,45,7155.0
관악구보훈회관.신림푸르지오,319795,45,7107.0
구파발역.롯데몰,319440,45,7099.0
중앙대학교,317238,45,7050.0
잠실역.잠실대교남단,316949,45,7043.0
독산역,316380,45,7031.0
금천구청.금천경찰서,315858,45,7019.0
응암역신사오거리,315816,45,7018.0
세종문화회관,315072,45,7002.0
남대문시장앞.이회영활동터,312892,45,6953.0
공덕역,311782,45,6928.0
영등포로터리,311464,45,6921.0
신사중학교,311412,45,6920.0
연희교차로,310599,45,6902.0
신도림역2번출구,310415,45,6898.0
잠실역8번출구,310127,45,6892.0
서대문역사거리,309408,45,6876.0
용산우체국,307843,45,6841.0
말미고개.금천소방서,307264,45,6828.0
신도림동.구로역,306292,45,6806.0
혜화역2번출구.마로니에공원,306240,45,6805.0
세브란스병원앞,305993,45,6800.0
삼성역,305574,45,6791.0
명지전문대.충암중고등학교,304949,45,6777.0
장지역.가든파이브,304448,45,6766.0
문정법조단지.건영아파트,302589,45,6724.0
상암DMC홍보관.YTN,301890,45,6709.0
남대문시장.회현역,301671,45,6704.0
중앙대후문,300139,45,6670.0
웨딩타운,297910,45,6620.0
우장초등학교,297111,45,6602.0
목동대학학원,296739,45,6594.0
국민대앞,296680,45,6593.0
여의도역5번출구,296430,45,6587.0
외대앞,296164,45,6581.0
금정역,294797,45,6551.0
여의도순복음교회,294054,45,6535.0
석수역,292621,45,6503.0
불광역3호선.서울혁신파크,292497,45,6500.0
지하철7호선면목역,292067,45,6490.0
보문역,290030,45,6445.0
잠실역1번.11번출구,289589,45,6435.0
압구정파출소,289292,45,6429.0
대신시장,289144,45,6425.0
보라매역.동작세무서,288700,45,6416.0
신촌오거리.2호선신촌역,288395,45,6409.0
도봉소방서.방학역남부,288326,45,6407.0
북창동.남대문시장,287722,45,6394.0
홍제역.3번출구,287057,45,6379.0
구로구청,286264,45,6361.0
상도터널상도동,285787,45,6351.0
불광역3.6호선,285578,45,6346.0
강남구청역,285112,45,6336.0
경복궁역2번출구,284183,45,6315.0
광희동,282188,45,6271.0
서울성심병원,281723,45,6261.0
도봉산역,279478,45,6211.0
신촌기차역,279161,45,6204.0
성동구청,278357,45,6186.0
화곡본동시장,277560,45,6168.0
잠실역.롯데월드몰,277052,45,6157.0
안국역6번출구.인사동,276877,45,6153.0
성가복지병원,276280,45,6140.0
반포역,276173,45,6137.0
방송통신대.이화장,275989,45,6133.0
삼양동사거리,275591,45,6124.0
현대아파트.개봉중앙시장,275591,45,6124.0
광진구청,274539,45,6101.0
롯데백화점미아점,274034,45,6090.0
중화역3번출구,273460,45,6077.0
연남동,273089,45,6069.0
군자교입구,272290,45,6051.0
문정로데오거리입구,270985,45,6022.0
유진상가,269534,45,5990.0
청담역.경기고교,268670,45,5970.0
난곡입구,268652,45,5970.0
조계사.종로경찰서,267913,45,5954.0
노들섬,267840,45,5952.0
경복궁역3번출구,267454,45,5943.0
선진운수종점,264057,45,5868.0
돌곶이역,263091,45,5846.0
여의도역6번출구,262980,45,5844.0
강남성심병원.대림성모병원,262758,45,5839.0
학동역,261987,45,5822.0
송파구청.방이맛골,261437,45,5810.0
노량진역2번출구,261025,45,5801.0
신촌로터리,260911,45,5798.0
경복궁역1번출구,258690,45,5749.0
우이1교앞,257843,45,5730.0
영동대교북단,257799,45,5729.0
군자역.용마초등학교,257600,45,5724.0
봉은사역3번출구.삼성1파출소,256048,45,5690.0
당산역.지하철2호선,255525,45,5678.0
한국폴리텍1.서울강서대학교,255468,45,5677.0
가양역8번출구.마포중고교,255044,45,5668.0
서울시중부기술교육원.블루스퀘어,254743,45,5661.0
중계1동주민센터,253904,45,5642.0
구파발역2번출구,252830,45,5618.0
미아사거리역.롯데백화점,252787,45,5617.0
신길1동새마을금고,251405,45,5587.0
양강중학교,251267,45,5584.0
망우역.망우지구대,251257,45,5583.0
정릉시장입구,251075,45,5579.0
숭례초등학교,250650,45,5570.0
디지털3단지사거리,250168,45,5559.0
종합운동장사거리,248060,45,5512.0
은행사거리,246214,45,5471.0
수색역앞,245999,45,5467.0
당산동진로아파트,244516,45,5434.0
우림시장.난곡보건분소,244339,45,5430.0
서울산업정보학교.삼성교,244229,45,5427.0
연희3거리,243698,45,5416.0
노원역1번출구,242931,45,5398.0
동작구청.노량진초등학교앞,242849,45,5397.0
올림픽공원역,242400,45,5387.0
신촌전철역,241376,45,5364.0
회기역종점,240669,45,5348.0
회기시장,239582,45,5324.0
혜화역.동성중고,239291,45,5318.0
신사역,239081,45,5313.0
발산역,238632,45,5303.0
상도초등학교입구,238604,45,5302.0
고려대역.고대앞삼거리,238166,45,5293.0
잠실새내역4번출구,238005,45,5289.0
길동사거리.강동세무서,237685,45,5282.0
개봉역.림괄아파트,237221,45,5272.0
샛강역1번출구.여의도자이,236705,45,5260.0
현대시장,234956,45,5221.0
서울대학교,234567,45,5213.0
금천구종합청사.금천구청역,234501,45,5211.0
상도동중앙하이츠빌.상도전통시장,234317,45,5207.0
신사동고개,234323,45,5207.0
마장축산물시장,234008,45,5200.0
시청앞,233970,45,5199.0
경희대의료원,233790,45,5195.0
남대문세무서,233594,45,5191.0
신길역1번출구,233126,45,5181.0
만리동고개,230603,45,5125.0
화곡역4번출구,230606,45,5125.0
한국거래소,230213,45,5116.0
금남시장앞.백범학원터,229001,45,5089.0
봉은사.삼성1파출소앞,228782,45,5084.0
석계역,228462,45,5077.0
창덕궁,228388,45,5075.0
우리은행종로지점,228040,45,5068.0
관악우체국.에이치플러스양지병원,227992,45,5066.0
쌍문역.쌍문시장,227429,45,5054.0
목동역3번출구.홍익병원,227385,45,5053.0
광산사거리,227152,45,5048.0
양재2동주민센터.양재꽃시장,226527,45,5034.0
무학여고,225961,45,5021.0
강남구청.강남세무서,225715,45,5016.0
본서부병원,225372,45,5008.0
우성아파트,225154,45,5003.0
중랑구청,224782,45,4995.0
서울역버스환승센터.강우규의거터,223500,45,4967.0
영등포구청,223204,45,4960.0
삼전역,223079,45,4957.0
현대시장.시흥4동주민센터,222490,45,4944.0
은마아파트,222291,45,4940.0
숭례초교,221732,45,4927.0
삼성아파트입구,221660,45,4926.0
무역센터,221668,45,4926.0
세명컴퓨터고등학교,221283,45,4917.0
능동사거리.군자역,58877,12,4906.0
효창공원앞역.이봉창역사울림관,220034,45,4890.0
정릉우체국앞,219815,45,4885.0
장한평역2번출구,219547,45,4879.0
어린이대공원역.화양천주교회,219306,45,4873.0
서울경찰청.경복궁역,218765,45,4861.0
장안2동주민센터,218666,45,4859.0
신대방경남아파트,218163,45,4848.0
노원구청,216840,45,4819.0
강동역,215830,45,4796.0
광흥창역.서강동주민센터,215572,45,4790.0
고척시장,215526,45,4789.0
오목교역.동신한방병원,214969,45,4777.0
보라매공원,214346,45,4763.0
구반포역.세화고등학교,214013,45,4756.0
돈암동삼성아파트입구,214038,45,4756.0
경희대입구,213961,45,4755.0
박미삼거리.국립전통예술중고,213306,45,4740.0
혜화동로터리.여운형활동터,212019,45,4712.0
무악재역,211916,45,4709.0
성동고등학교,211621,45,4703.0
삼성역7번출구,210795,45,4684.0
도봉면허시험장,210221,45,4672.0
금호역,209330,45,4652.0
성산2교,207807,45,4618.0
중앙대병원,207746,45,4617.0
동교동삼거리연희동방면,207638,45,4614.0
안암오거리,207588,45,4613.0
진선여자중고등학교,207414,45,4609.0
월촌중학교.목동1단지,207042,45,4601.0
불광역.불광1동주민센터,206495,45,4589.0
광진경찰서,206423,45,4587.0
63빌딩.가톨릭대학교여의도성모병원,206354,45,4586.0
마포경찰서,206142,45,4581.0
역촌역.역촌오거리,205632,45,4570.0
신도봉시장.도봉구청.방학역북부,205545,45,4568.0
안국역.서울공예박물관,204866,45,4553.0
광림교회.현대고등학교,204551,45,4546.0
서울시동부병원,204478,45,4544.0
증산역.증산동주민센터,203882,45,4531.0
KT관악지점,203300,45,4518.0
남강중고등학교입구,203282,45,4517.0
봉천사거리,202967,45,4510.0
가양역7번출구.마포중고교,202106,45,4491.0
세이브마트앞,201846,45,4485.0
오류1동주민센터.오류문화센터,201743,45,4483.0
응암오거리,201205,45,4471.0
신설동역1번출구,199379,45,4431.0
총지사,199142,45,4425.0
창동역서측,198862,45,4419.0
중랑구청사거리,198532,45,4412.0
서대문자연사박물관입구,198298,45,4407.0
세검정초등학교,198149,45,4403.0
상명대정문,197679,45,4393.0
통인시장종로구보건소,197533,45,4390.0
떡전교앞,197380,45,4386.0
자양동잠실대교북단,195748,45,4350.0
서대문보건소별관.홍제폭포,143516,33,4349.0
명덕고등학교.서울스타병원,195309,45,4340.0
국민은행장안동지점,195037,45,4334.0
우림시장.망우사거리,194848,45,4330.0
현대백화점,194719,45,4327.0
대림역4번출구,194504,45,4322.0
동대문구청.용신동주민센터,194506,45,4322.0
등촌중학교.백석초등학교,194046,45,4312.0
성남시의료원.신흥1동행정복지센터,193561,45,4301.0
DMC첨단산업센터,193346,45,4297.0
충무아트센터.스포츠센터.중부소방서,193259,45,4295.0
명지대삼거리,192574,45,4279.0
하계장미아파트,192558,45,4279.0
서울북부지방법원.검찰청.도봉역성황당,192316,45,4274.0
마포구청역,191693,45,4260.0
롯데관악점,191595,45,4258.0
경동시장앞,191588,45,4258.0
한국경제인협회,190757,45,4239.0
서울영림초등학교,190435,45,4232.0
화양사거리,190252,45,4228.0
남서울중학교.성보중고등학교,189940,45,4221.0
한티역,189901,45,4220.0
미아사거리전철역,189357,45,4208.0
파크원타워.LG트윈타워,188853,45,4197.0
시흥유통센터,188833,45,4196.0
대림초등학교,188642,45,4192.0
한남5거리,20940,5,4188.0
고려대학교앞,188406,45,4187.0
AT센터.양재꽃시장,188190,45,4182.0
은마아파트입구사거리,188137,45,4181.0
가천대역.가천대학교,187911,45,4176.0
창문여고,187361,45,4164.0
면목역2번출구,187200,45,4160.0
오류동역,187003,45,4156.0
영등포아리수정수센터,186995,45,4155.0
사당1동상점가,137011,33,4152.0
신림역2번출구,186839,45,4152.0
지하철7호선중화역,186791,45,4151.0
송파구민회관구의회,186384,45,4142.0
영등포시장,186011,45,4134.0
잠실역7번출구,185919,45,4132.0
아리랑고개.아리랑시네미디어센터,185419,45,4120.0
서대문역,185310,45,4118.0
북서울꿈의숲,185306,45,4118.0
천호역3번출구.현대백화점,184720,45,4105.0
청량리미주아파트.동대문세무서,184286,45,4095.0
은평세무서,184023,45,4089.0
디지털미디어시티역2번출구,183988,45,4089.0
시립서북병원세현교회앞,183992,45,4089.0
장한평역3번출구,183795,45,4084.0
수서역1번출구,183194,45,4071.0
봉천사거리.위버폴리스,183210,45,4071.0
서경대본관,183161,45,4070.0
교육개발원입구,183106,45,4069.0
이대부고,183094,45,4069.0
아현동주민센터,181712,45,4038.0
광명사거리역,181677,45,4037.0
서울여자간호대학교.홍은초등학교,181572,45,4035.0
남부여성발전센터,181522,45,4034.0
내방역,181521,45,4034.0
용산구청,181458,45,4032.0
한성화교중고교.서대문소방서,181196,45,4027.0
그랑프리백화점,52264,13,4020.0
전쟁기념관,180500,45,4011.0
구로시장,180333,45,4007.0
홍제역4번출구,179708,45,3994.0
쑥고개입구,179382,45,3986.0
대림시장,179142,45,3981.0
삼선교.성북문화원,179041,45,3979.0
서울기독대학교입구,178948,45,3977.0
북아현로입구,178975,45,3977.0
사가정역,178937,45,3976.0
명륜동2가.성균관대입구,178752,45,3972.0
길음전철역,178660,45,3970.0
호림박물관,178426,45,3965.0
인덕원사거리.인덕원역,178290,45,3962.0
창덕궁.우리소리박물관,178215,45,3960.0
명지중고등학교,178141,45,3959.0
신풍역.백악관웨딩문화원앞,177886,45,3953.0
강서초등학교,177764,45,3950.0
혜화역3번출구.서울대병원입구,177452,45,3943.0
노원역9번출구,177448,45,3943.0
퇴계로3가.한옥마을.한국의집,176919,45,3932.0
천호역.풍납시장,176589,45,3924.0
정릉길음시장,176383,45,3920.0
구로119안전센터,175918,45,3909.0
사당1동관악시장앞,46872,12,3906.0
신림청소년독서실.신림체육센터,175722,45,3905.0
남부터미널,175315,45,3896.0
국민대학교앞,175287,45,3895.0
서울신문사,175121,45,3892.0
해방촌오거리,174750,45,3883.0
영일고등학교.강서도서관,174724,45,3883.0
한남오거리,174709,45,3882.0
시청.서소문청사,174628,45,3881.0
신내지하차도,127687,33,3869.0
고대앞,174065,45,3868.0
이태원역.보광동입구,173960,45,3866.0
신림역,173285,45,3851.0
7호선장승배기역.상도2치안센터,173235,45,3850.0
신한은행신월동지점,173053,45,3846.0
역삼역7번출구.GS타워,172966,45,3844.0
원남동,172511,45,3834.0
창동농협물류센터,172196,45,3827.0
통계청.태평역,171993,45,3822.0
국민은행압구정종합금융센터,171849,45,3819.0
풍납동극동.쌍용아파트,171748,45,3817.0
도봉한신아파트,171544,45,3812.0
삼환아파트,171420,45,3809.0
연신내역,171343,45,3808.0
장충동.동국대입구,171273,45,3806.0
봉천역,171128,45,3803.0
상도4동약수맨션,170958,45,3799.0
문래역3번출구,170540,45,3790.0
한전서대문은평.북한산푸르지오,170316,45,3785.0
서초중학교,170268,45,3784.0
봉현초등학교,169418,45,3765.0
공항철도디지털미디어시티역,169310,45,3762.0
목운초등학교.목운중학교,168590,45,3746.0
남부지방법원등기국.구로세무서,168542,45,3745.0
사당역12번출구,168406,45,3742.0
성산2동주민센터,167518,45,3723.0
마곡역,167018,45,3712.0
떡전교사거리.동대문노인복지관,166938,45,3710.0
농협앞,166845,45,3708.0
월곡역,166806,45,3707.0
신당역4번출구.서울중앙시장,166734,45,3705.0
오금역.오금동현대아파트,166301,45,3696.0
마곡동로사거리,166044,45,3690.0
벽산아파트5단지,165995,45,3689.0
청솔우성아파트.답십리시장,165821,45,3685.0
가리봉시장,165757,45,3683.0
KBS스포츠월드,165739,45,3683.0
서울지방조달청.서울성모병원,165709,45,3682.0
서울대입구역5번출구,165494,45,3678.0
청화병원,165472,45,3677.0
수서역.로즈데일빌딩,165351,45,3674.0
신당동떡볶이타운.중구여성플라자,165156,45,3670.0
을지로2가.기업은행본점.서울노동청,163882,45,3642.0
송정역,163881,45,3642.0
경복비즈니스고등학교,163548,45,3634.0
도봉구보건소앞,163352,45,3630.0
응봉사거리,163302,45,3629.0
한티역3번출구.서울강남고용노동지청,162901,45,3620.0
동명여고.천주교불광동성당,162914,45,3620.0
신사역8번출구.가로수길,162797,45,3618.0
마천2동윤진빌딩.신동아아파트,162745,45,3617.0
광나루역,162727,45,3616.0
왕십리민자역사,162307,45,3607.0
경복궁,162337,45,3607.0
대림역,162235,45,3605.0
양재역4번출구,162138,45,3603.0
덕은교.은평차고지앞,161837,45,3596.0
갯마을앞,161704,45,3593.0
개봉1동사거리,161678,45,3593.0
월드컵파크7단지,161534,45,3590.0
서대문구보건소별관,50202,14,3586.0
세곡초등학교,160928,45,3576.0
도림새마을금고,160620,45,3569.0
관악고등학교,160509,45,3567.0
국회의사당,160439,45,3565.0
남부지방법원등기국.구로세무서.에이스하이테크시티,160298,45,3562.0
홍파초등학교,160023,45,3556.0
수유2동주민센터우이시장,159689,45,3549.0
포스코사거리,159528,45,3545.0
사가정역3번출구,116698,33,3536.0
국민은행자양지점앞,158959,45,3532.0
한겨레신문사,158722,45,3527.0
아현초등학교,158690,45,3526.0
경희중고,158404,45,3520.0
고척중학교,158350,45,3519.0
세브란스병원,158096,45,3513.0
서울미술고.인헌중고,158036,45,3512.0
세곡중학교.세명초등학교,157859,45,3508.0
강남역1번출구.역삼세무서,157766,45,3506.0
세그루학원,157485,45,3500.0
건국대학교앞,157413,45,3498.0
예림디자인고.오류고.서울공연예술고,157241,45,3494.0
KBS별관,157064,45,3490.0
화곡역5번출구,156596,45,3480.0
백련시장,156294,45,3473.0
서울역서부,156238,45,3472.0
구산역2번출구.예일여고,156082,45,3468.0
한국무역센터.삼성역,155930,45,3465.0
국회의사당역5번출구,155383,45,3453.0
상암초등학교,155316,45,3451.0
독산3동주민센터,155263,45,3450.0
한남동,154924,45,3443.0
신월동우성상가,154870,45,3442.0
도봉보건소,154734,45,3439.0
선정릉역.무형문화재전수회관,154714,45,3438.0
동서울대학교,154634,45,3436.0
국제전자센터,154576,45,3435.0
명동역4번출구,154445,45,3432.0
테크노마트앞.강변역,154396,45,3431.0
석촌역.잠실한솔아파트,154140,45,3425.0
성원아파트경남아너스빌앞,154097,45,3424.0
우신초등학교,153828,45,3418.0
연세대학교앞,153537,45,3412.0
공덕시장,153394,45,3409.0
동작문화복지센터.동작보건소,153214,45,3405.0
왕십리역,152729,45,3394.0
동대문구청,152525,45,3389.0
건대로데오거리입구,152478,45,3388.0
선바위역1번출구,152322,45,3385.0
중곡동입구삼거리,152100,45,3380.0
신화병원,151944,45,3377.0
안양천입구,151789,45,3373.0
을지로입구역.광교,151770,45,3373.0
동도중학교.서울디자인고등학교,151510,45,3367.0
일산동구청,151537,45,3367.0
서대문독립공원.극동아파트,111028,33,3364.0
문래동남성아파트,151081,45,3357.0
범일운수종점,150979,45,3355.0
천호역2번출구.현대백화점,150804,45,3351.0
중앙대정문,150691,45,3349.0
한강진역.블루스퀘어,150619,45,3347.0
KT&G관악지점,150535,45,3345.0
미아초교,150093,45,3335.0
용두동사거리,149912,45,3331.0
정릉2동주민센터,149902,45,3331.0
신진과학기술고교.이마트은평점,149669,45,3326.0
제2공학관,149642,45,3325.0
포스코건너편,149468,45,3322.0
목동역.목동오거리,149464,45,3321.0
삼부르네상스.효성아파트,149396,45,3320.0
논현역7번출구,149351,45,3319.0
압구정역4번출구,149221,45,3316.0
강남을지병원,149055,45,3312.0
봉일시장,149008,45,3311.0
대흥역,148972,45,3310.0
상일동역4번출구.센트럴푸르지오,148882,45,3308.0
목동5단지B상가.목5동주민센터,148874,45,3308.0
봉천고개.관악현대아파트,148736,45,3305.0
왕십리광장.왕십리역7번출구,148676,45,3304.0
양재역.종합복지관,148666,45,3304.0
구일역.중앙유통상가,148617,45,3303.0
목동역7번출구.진명여고,148353,45,3297.0
대학동고시촌입구,147848,45,3286.0
목동역.홍익병원,147827,45,3285.0
광성중고등학교,147629,45,3281.0
래미안포레아파트,147356,45,3275.0
농협대치지점,147303,45,3273.0
목3동주민센터.현대아이파크.실로암안과,147230,45,3272.0
신사역1번출구,147113,45,3269.0
답십리역.동부시장,147117,45,3269.0
일지아트홀.압구정노인복지관,147035,45,3267.0
인왕산.홍제원아파트,146966,45,3266.0
양재역.양재1동민원분소,146972,45,3266.0
한티역7번출구,146866,45,3264.0
경인중학교.개봉사거리,146858,45,3264.0
금천패션아울렛사거리.마리오,146666,45,3259.0
창동서울탁주앞,146564,45,3257.0
고덕역,146533,45,3256.0
구로역.구로기계공구상가,146501,45,3256.0
화곡역6번출구,146376,45,3253.0
목2동주민센터,146154,45,3248.0
송파경찰서.오금역,146177,45,3248.0
등촌역6번출구.목동깨비시장,146052,45,3246.0
상도노빌리티아파트,146031,45,3245.0
석계역1번출구B,145972,45,3244.0
휘문중고등학교,145689,45,3238.0
광진광장,145601,45,3236.0
수서역5번출구.이마트앞,145623,45,3236.0
신진과학기술고등학교,145591,45,3235.0
한남동주민센터,145379,45,3231.0
용마문화복지센터,145263,45,3228.0
당곡역2번출구.롯데백화점관악점,145225,45,3227.0
청년회의소.서울새활용플라자,144819,45,3218.0
서울고등학교,144802,45,3218.0
사가정시장,144796,45,3218.0
롯데마트삼양점.래미안1차아파트,144669,45,3215.0
상도터널노량진동,144640,45,3214.0
국민은행망우동지점,44995,14,3214.0
대원주유소,144519,45,3212.0
북가좌동삼거리,144054,45,3201.0
남부초등학교,143951,45,3199.0
강서문화원.강서K병원,143881,45,3197.0
일원본동주민센터,143835,45,3196.0
상계주공3단지,143656,45,3192.0
국립극장.반얀트리호텔,143536,45,3190.0
신일교회앞,143541,45,3190.0
잠실엘스아파트앞,143371,45,3186.0
배봉초등학교.전농우성아파트,143388,45,3186.0
상봉역3번출구,143079,45,3180.0
서울지방병무청,142759,45,3172.0
고려대이공대.고대병원,142722,45,3172.0
후암동종점,142676,45,3171.0
신림사거리.신원시장,142393,45,3164.0
고속철도수서역,142284,45,3162.0
문화촌현대아파트,142145,45,3159.0
신금호역,142039,45,3156.0
성락교회,141860,45,3152.0
응봉동현대아파트,141545,45,3145.0
신트리아파트,141445,45,3143.0
당산푸르지오아파트,141428,45,3143.0
국립현대미술관창동레지던시,141168,45,3137.0
이화동,140942,45,3132.0
역삼역6번출구,140934,45,3132.0
시흥동은행나무.은행나무시장,140722,45,3127.0
충무로역2번출구.대한극장앞,140508,45,3122.0
삼육대후문.논골.한화아파트,140453,45,3121.0
연세로.스타광장,140465,45,3121.0
화곡역7번출구,140337,45,3119.0
독산동쌈지공원,140346,45,3119.0
행운동주민센터,140313,45,3118.0
엔지니어링회관,140298,45,3118.0
길음시장,140098,45,3113.0
인헌중고.서울미술고,139876,45,3108.0
연세로.명물거리,139748,45,3106.0
봉화산역3번출구,139777,45,3106.0
당곡역.보라매공원.보라매병원,139670,45,3104.0
개봉역.영화아파트,139510,45,3100.0
은행나무입구사거리,139270,45,3095.0
서울남부지방법원.서울남부지방검찰청,139205,45,3093.0
신일병원,139069,45,3090.0
월계보건지소,138656,45,3081.0
신당역하나은행,138370,45,3075.0
수색교,138396,45,3075.0
