정리된 역명,총승하차인원,사용일자수,평균 하루 총 승하차인원
상계주공14단지,60036,45,1334.0
금옥중.금옥여고.백암고등학교,60034,45,1334.0
월곡중학교,60027,45,1334.0
가양한강타운아파트,59975,45,1333.0
논현아이파크,59990,45,1333.0
화곡역1번출구,59954,45,1332.0
난곡종점,59919,45,1332.0
노원경찰서,59892,45,1331.0
문래힐스테이트아파트,59839,45,1330.0
영림중학교,59833,45,1330.0
중곡초등학교,59748,45,1328.0
한국산업단지공단.이마트구로점,59758,45,1328.0
상계주공15단지,59761,45,1328.0
면목2동,59774,45,1328.0
강남더샵라르고오피스텔,59775,45,1328.0
대곡역,59734,45,1327.0
노원롯데캐슬시그니처아파트,59666,45,1326.0
원자력병원입구,59559,45,1324.0
응암1동주민센터,59517,45,1323.0
신내10단지아파트,59341,45,1319.0
정릉초교,59306,45,1318.0
성산아파트,59283,45,1317.0
관문체육공원.과천성당,59227,45,1316.0
중마초등학교.중곡제일골목시장앞,59158,45,1315.0
가산디지털단지역입구,59180,45,1315.0
삼성래미안.이수역방향,59122,45,1314.0
진관중고교.약수사앞,59075,45,1313.0
강서면허시험장.메이필드호텔,58996,45,1311.0
숭인동,58968,45,1310.0
중흥초등학교,58955,45,1310.0
신내초등학교,58936,45,1310.0
구산동주민센터,40584,31,1309.0
서초문화예술정보학교,58908,45,1309.0
영문초등학교,58905,45,1309.0
KEB하나은행군자동지점,58897,45,1309.0
대진여객차고지,58872,45,1308.0
이문동삼익아파트,58819,45,1307.0
서울미래초등학교,58787,45,1306.0
사랑의병원,58748,45,1306.0
양평1동주민센터,58738,45,1305.0
고척파크푸르지오아파트,58663,45,1304.0
화계사입구.한신대학교대학원,58575,45,1302.0
골마을근린공원,58600,45,1302.0
롯데우성아파트,58605,45,1302.0
파리바게트.낙성대지하철,58532,45,1301.0
광신고등학교.주공1단지,58557,45,1301.0
길음뉴타운11단지롯데캐슬,58478,45,1300.0
강남역8번출구,58508,45,1300.0
관악산휴먼시아.신림푸르지오2차,58463,45,1299.0
한양공원,58442,45,1299.0
내방역1번출구,58449,45,1299.0
중계주공10단지.중계건영3차아파트,58476,45,1299.0
길음뉴타운8단지,58382,45,1297.0
대흥교회,58267,45,1295.0
풍납현대아파트,58208,45,1294.0
마리오아울렛,58226,45,1294.0
잠실여고후문,58202,45,1293.0
쌍문동청한빌라,58132,45,1292.0
송파초등학교.송파동성당,58149,45,1292.0
팔복부동산.목동교회,58158,45,1292.0
도림사거리,58076,45,1291.0
국회단지입구,58110,45,1291.0
시범아파트,57859,45,1286.0
당중초등학교,57826,45,1285.0
창동주공17단지,57802,45,1284.0
불광중학교,57756,45,1283.0
삼성서울병원사거리,57742,45,1283.0
남산3호터널,57708,45,1282.0
신성시장,57682,45,1282.0
용산역광장앞,57653,45,1281.0
성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,57623,45,1281.0
강남역,57624,45,1281.0
충정로역8번출구,57586,45,1280.0
위례31단지.위례포레샤인후문,57608,45,1280.0
남영우체국,57564,45,1279.0
군인공제회관,57399,45,1276.0
한양수자인아파트,57379,45,1275.0
이태원동남산대림아파트.용산동아파트,57347,45,1274.0
여의도역3번출구,57321,45,1274.0
청파초등학교,57312,45,1274.0
태릉해링턴플레이스아파트,57317,45,1274.0
청담초등학교,57306,45,1273.0
보성중고등학교,57221,45,1272.0
어린이교통공원,57202,45,1271.0
양천구청,57143,45,1270.0
동서울우편집중국앞,57158,45,1270.0
신정현대아파트,57168,45,1270.0
서울대학교병원현관.암병원현관,57030,45,1267.0
천호역5번출구.천호사거리,56914,45,1265.0
삼양초등학교,56915,45,1265.0
DMC두산위브아파트,56866,45,1264.0
외대역앞,56872,45,1264.0
한진한화그랑빌아파트,56884,45,1264.0
구로고등학교,56826,45,1263.0
강동리바트,56794,45,1262.0
서울숲역3번출구,56758,45,1261.0
대우아파트104동,56705,45,1260.0
해운센터.롯데영플라자,56698,45,1260.0
보성운수기종점,56649,45,1259.0
벽산.두산아파트.서울관광고등학교,56579,45,1257.0
종로5가.효제동.김상옥의거터,56526,45,1256.0
화정박물관,56455,45,1255.0
불광역9번출구.불광초등학교,56472,45,1255.0
남정초등학교,56482,45,1255.0
래미안하이스턴.대치순복음교회,56494,45,1255.0
정릉북한산국립공원입구,56431,45,1254.0
강동리버스트6.7단지,56417,45,1254.0
상도역.하나은행,56419,45,1254.0
창동아이파크,56385,45,1253.0
방학3동신동아프라자,56314,45,1251.0
자양초등학교앞,56276,45,1251.0
개포1단지연금매장,16256,13,1250.0
쌍문동현대.한양아파트,56263,45,1250.0
마포아트센터,56213,45,1249.0
개포자이프레지던스,56103,45,1247.0
영동시장.논현역1번출구,56075,45,1246.0
동대문,56024,45,1245.0
삼선교.한성대입구역,55979,45,1244.0
신내동성3차아파트,55997,45,1244.0
동답초교.대림아파트,55967,45,1244.0
방학3동주민센터,55978,45,1244.0
서울예술고등학교.평창동주민센터,55886,45,1242.0
소하2동행정복지센터.광명동굴길입구,55806,45,1240.0
서부여성발전센터,55793,45,1240.0
난향동주민센터,55739,45,1239.0
천동초교입구사거리,55707,45,1238.0
방화2단지아파트,55695,45,1238.0
형촌마을입구,55707,45,1238.0
영동시장.논현역3번출구,55708,45,1238.0
청계벽산아파트.텐즈힐아파트,55649,45,1237.0
신내9단지아파트,55668,45,1237.0
서대문문화체육회관입구,55618,45,1236.0
우리은행화양동지점,55611,45,1236.0
장곡초교앞,55622,45,1236.0
빨래골입구.서울수유초등학교,55486,45,1233.0
강남현대힐스테이트에코,55451,45,1232.0
마들근린공원.노원에코센터,55459,45,1232.0
답십리초등학교.현대시장,55368,45,1230.0
상수역,55371,45,1230.0
국방연구원,55293,45,1229.0
원불교,55289,45,1229.0
청암동강변삼성아파트,55258,45,1228.0
전농래미안크레시티아파트,55203,45,1227.0
가양2단지성지아파트.동양고등학교,55212,45,1227.0
화곡8동주민센터,55201,45,1227.0
거여역5번출구,55192,45,1226.0
종로중부새마을금고,55125,45,1225.0
법조단지,55098,45,1224.0
공대입구,55072,45,1224.0
석계역문화공원,55017,45,1223.0
우리은행청담지점.청담삼익아파트,55009,45,1222.0
금천현대아파트,54941,45,1221.0
수리초등학교입구,54930,45,1221.0
화랑대역6번출구,54952,45,1221.0
청량리미주상가앞,54925,45,1221.0
고척근린시장,54879,45,1220.0
관악경찰서.관악소방서,54846,45,1219.0
석관동코오롱아파트,54875,45,1219.0
강동아트센터.강동경희대병원후문,54846,45,1219.0
삼성래미안2차아파트,54808,45,1218.0
난곡터널,54750,45,1217.0
강동구청,54783,45,1217.0
성북동주민센터.서울동구고,54755,45,1217.0
신서고교.영상고교입구,54739,45,1216.0
메세나폴리스,54728,45,1216.0
거여역1번출구,54695,45,1215.0
신당파인힐하나유보라,54570,45,1213.0
뚝도변전소앞,54523,45,1212.0
양원리,54495,45,1211.0
상원,54423,45,1209.0
철산역,54319,45,1207.0
우리유앤미아파트,54286,45,1206.0
강북보건소,54272,45,1206.0
한성대입구역.성북천분수마루,54231,45,1205.0
마천동금호어울림1차아파트,54171,45,1204.0
현대벤처빌,50519,42,1203.0
궁마을,54150,45,1203.0
복정파출소.복정캠퍼스맛집거리,54085,45,1202.0
용암사입구,54097,45,1202.0
북한산성입구,54112,45,1202.0
목동3단지,54092,45,1202.0
구로중학교,54053,45,1201.0
중곡3동주민센터앞,53983,45,1200.0
구의역3번출구,53983,45,1200.0
대화역,53912,45,1198.0
난곡사거리,53834,45,1196.0
서경로꿈마루도서관앞,53811,45,1196.0
노원역5번출구,53782,45,1195.0
방배동삼호아파트,53744,45,1194.0
마포전철역,53737,45,1194.0
제기동한신아파트앞,53709,45,1194.0
행운동우성아파트109동앞,53732,45,1194.0
수송초등학교,53736,45,1194.0
영동농협풍림아이원아파트,53738,45,1194.0
동국대병원사거리,53681,45,1193.0
봉영여중.목동고,53704,45,1193.0
대청역,53667,45,1193.0
디지털산업1단지,53686,45,1193.0
자양우성아파트앞,53664,45,1193.0
롯데캐슬823동앞,53581,45,1191.0
서울교대정문앞,53512,45,1189.0
총신대역,53461,45,1188.0
강동경희대병원.명일동이마트,53443,45,1188.0
서울항공비즈니스고등학교,53410,45,1187.0
여의동주민센터,53398,45,1187.0
양광교회앞,53386,45,1186.0
수유사거리,53205,45,1182.0
성남우체국,53204,45,1182.0
삼전역.잠실현대아파트,53145,45,1181.0
신도초중교입구.한국고전번역원,53041,45,1179.0
은평터널앞,53022,45,1178.0
매봉삼성아파트SK리더스뷰,52963,45,1177.0
황물로사거리,52943,45,1177.0
구산동주민센터.구산치안센터,16466,14,1176.0
종로5가역.광장시장,52789,45,1173.0
참잘함한방병원,52747,45,1172.0
우이동성원아파트,52730,45,1172.0
인수당약국,52713,45,1171.0
대방동주공아파트,52694,45,1171.0
위례포레샤인18단지,52679,45,1171.0
메디힐병원,52639,45,1170.0
오류지구대.신오류주유소,52647,45,1170.0
청백아파트3단지4단지,52591,45,1169.0
상명대입구.세검정교회,52598,45,1169.0
신내7단지아파트홈플러스,52558,45,1168.0
숭례문.한국일보,52527,45,1167.0
우리은행망우동지점,52451,45,1166.0
광명우체국,52492,45,1166.0
대동초등학교,52459,45,1166.0
번동초등학교,52475,45,1166.0
양재역5번출구,52446,45,1165.0
서정마을,52418,45,1165.0
신흥교회앞,52425,45,1165.0
정진학교.온수힐스테이트아파트,52335,45,1163.0
영등포공원.영등포문화원,52314,45,1163.0
대윤병원,52343,45,1163.0
자양고교앞,52290,45,1162.0
굽은다리사거리,52266,45,1161.0
오금공원앞,52207,45,1160.0
한천로쌍용아파트앞,52182,45,1160.0
개포주공7단지앞,52102,45,1158.0
불광1치안센터.독바위역,52102,45,1158.0
백련산SK뷰아이파크아파트,52104,45,1158.0
중화중학교.중랑구가족센터,38202,33,1158.0
교대역13번출구,52099,45,1158.0
1호선구일역,52045,45,1157.0
아이파크708동앞,51964,45,1155.0
신답역,51956,45,1155.0
상계벽산아파트,51958,45,1155.0
경춘선숲길화랑대역공원,51941,45,1154.0
서초유스센터.서초아트자이,51890,45,1153.0
어린이대공원앞.세종대학교,51867,45,1153.0
잠실중학교,51831,45,1152.0
대한병원,51858,45,1152.0
염창동관음삼성아파트,51801,45,1151.0
당동우체국,51780,45,1151.0
문정현대아파트,16114,14,1151.0
마천2동주민센터,51775,45,1151.0
양서중학교,51761,45,1150.0
안국동,51770,45,1150.0
용마폭포공원,51687,45,1149.0
월계주공108동앞롯데캐슬루나아파트,51708,45,1149.0
덕성여대후문.효문중고교앞,51701,45,1149.0
서울대동창회관,51704,45,1149.0
SBS공개홀,51661,45,1148.0
여의도중학교,51602,45,1147.0
노량진한국법학교육원,51612,45,1147.0
청년회의소앞,51583,45,1146.0
서울숲지구대앞,51590,45,1146.0
금천패션아울렛사거리.현대아울렛,51561,45,1146.0
산복터널.관악산휴먼시아2단지,51561,45,1146.0
이수역10번출구,51510,45,1145.0
손기정체육공원,51533,45,1145.0
올림픽선수촌아파트,51426,45,1143.0
마곡수명산파크2단지,51434,45,1143.0
교육개발원입구사거리,51359,45,1141.0
목동12단지,51303,45,1140.0
상일초교,51291,45,1140.0
답십리2동두산아파트,51309,45,1140.0
효자촌,51293,45,1140.0
아현동가구단지,51318,45,1140.0
개포래미안포레스트,51237,45,1139.0
엘지아파트앞,51259,45,1139.0
구의사거리.광진소방서앞,51265,45,1139.0
논골신협.대림아파트후문,51231,45,1138.0
거여역현대아파트,51181,45,1137.0
은곡마을.LH이편한세상,51134,45,1136.0
동명약국앞,51132,45,1136.0
고덕자이.상일여고,51138,45,1136.0
화곡대림아파트,51120,45,1136.0
도림동주민센터,51121,45,1136.0
가락시장.가락몰,51055,45,1135.0
마천시장마천동우방아파트앞,51009,45,1134.0
하안1동주민센터,51010,45,1134.0
광명성애병원,51020,45,1134.0
샘마을.대안중학교,51019,45,1134.0
하나은행역촌동지점,50979,45,1133.0
새서울의원,50929,45,1132.0
하계미성아파트,50928,45,1132.0
신풍역3번출구,50936,45,1132.0
롯데캐슬노블레스,50882,45,1131.0
창신교회앞.서리풀노리학교,50899,45,1131.0
하이엔드1차.보건지소.치매센터,50903,45,1131.0
금호베스트빌.래미안하이베르,50839,45,1130.0
신정교입구,50803,45,1129.0
송파보훈회관.금호어울림2차,50812,45,1129.0
대학동치안센터,50796,45,1129.0
이촌동현대아파트,50740,45,1128.0
국민생활관,50763,45,1128.0
식유촌우면성당.서초호반써밋,50739,45,1128.0
제일약품사옥,50702,45,1127.0
과천중앙공원.KT과천지사,50704,45,1127.0
송파중학교,50652,45,1126.0
화곡역8번출구,50677,45,1126.0
단대부고.대치아이파크아파트,50624,45,1125.0
상일동역1번출구,50593,45,1124.0
광장동현대아파트앞,50528,45,1123.0
방이시장입구,50533,45,1123.0
미동초등학교,50472,45,1122.0
공릉우방아파트,50479,45,1122.0
문정푸르지오2차아파트,34748,31,1121.0
강일초등학교,50408,45,1120.0
휘문고.대치2동주민센터,50398,45,1120.0
흑석자이.흑석한강센트레빌2차,50403,45,1120.0
응암2동주민센터,50378,45,1120.0
새생명교회,50335,45,1119.0
번동주공3단지,50329,45,1118.0
용답동.로데오거리.답십리역,50288,45,1118.0
구로1동주민센터.연예인APT,50302,45,1118.0
광희문.광희동사거리,50249,45,1117.0
청계산입구역,50236,45,1116.0
방이동사거리,50225,45,1116.0
보인고교.가락삼환아파트,36817,33,1116.0
우성아파트.양재초등학교,50092,45,1113.0
장안교은석초등학교,50057,45,1112.0
코리아병원,49998,45,1111.0
신동아리버파크,50001,45,1111.0
동방아파트,49999,45,1111.0
광명21세기병원,50009,45,1111.0
유앤미아파트,49983,45,1111.0
차병원차움,49967,45,1110.0
거여아파트단지앞,49944,45,1110.0
목동8단지.한전,49947,45,1110.0
삼성타운,49922,45,1109.0
양천아파트,49922,45,1109.0
메리놀외방선교회,49863,45,1108.0
대학원생활관,49798,45,1107.0
방이우체국,49808,45,1107.0
삼각산동SK아파트북한산시티미양초등학교,49812,45,1107.0
흑석한강센트레빌2차.흑석자이,49835,45,1107.0
이촌2동주민센터,49831,45,1107.0
답십리1동희망샘교회앞,49776,45,1106.0
은평연세병원,49726,45,1105.0
올림픽공원장미광장,49711,45,1105.0
장안사거리,49689,45,1104.0
산울림소극장,49681,45,1104.0
독산사거리,49648,45,1103.0
보문역3번출구,49614,45,1103.0
프레스센터,49657,45,1103.0
국립4.19민주묘지,49606,45,1102.0
삼각산동삼각산아이원아파트후문,49556,45,1101.0
이마트.은평점,49564,45,1101.0
영락고교.영락의료과학고,49555,45,1101.0
청담동성당,49486,45,1100.0
종로약국,49510,45,1100.0
신논현역3번출구.교보타워사거리,49498,45,1100.0
인수중학교,49417,45,1098.0
진관동주민센터.은평우체국,49412,45,1098.0
면목6거리,49371,45,1097.0
NH농협장안평지점,49344,45,1097.0
신월초등학교,49355,45,1097.0
이대목동병원.목동6단지앞,49321,45,1096.0
장위2동주민센터,49271,45,1095.0
장지동,49232,45,1094.0
은행시장.남한산성시장,49175,45,1093.0
독립문,49149,45,1092.0
정부과천청사역3번출구,49042,45,1090.0
고덕평생학습관.온조대왕체육관,49010,45,1089.0
대치동미도아파트,49005,45,1089.0
한성대입구역2번출구,48991,45,1089.0
가락현대1차아파트정문,35903,33,1088.0
봉국사,48965,45,1088.0
정릉3동주민센터앞,48981,45,1088.0
종로2가사거리,48930,45,1087.0
노원경찰서.혜성여고,48895,45,1087.0
성남시여성비전센터.삼성생명.한국사회적기업진흥원,48934,45,1087.0
강북경찰서입구,48808,45,1085.0
월계역,48810,45,1085.0
방학동성원아파트.방학3동주민센터,48758,45,1084.0
e편한세상서울대입구아파트,48734,45,1083.0
청담역7번출구,48735,45,1083.0
교대역10번출구,48683,45,1082.0
삼양동벽산라이브파크미양초등학교,48633,45,1081.0
텐즈힐아파트.청계벽산아파트,48633,45,1081.0
벽산디지털밸리,48657,45,1081.0
대치역6번출구.강남구민회관,48656,45,1081.0
생모리츠타운,48646,45,1081.0
영등포세무서.선유고등학교,48632,45,1081.0
중랑경찰서정문.우디안101동앞,48637,45,1081.0
신방화사거리,48509,45,1078.0
한남시범아파트,48506,45,1078.0
제일모직아울렛,14018,13,1078.0
나눔초등학교.오뚜기식품.두산벤처다임,48482,45,1077.0
광명시민체육관,48479,45,1077.0
월계1동경로당,48401,45,1076.0
청림동푸르지오아파트121동앞,48435,45,1076.0
양천공원,48355,45,1075.0
신분당선.강남역4번출구,48361,45,1075.0
북가좌사거리,48383,45,1075.0
강남역9번출구,48369,45,1075.0
우이동도선사입구.북한산우이역,48339,45,1074.0
도봉산역광역환승센터,48291,45,1073.0
의료원입구사거리,48288,45,1073.0
월드컵경기장북측,48247,45,1072.0
을지로4가,48187,45,1071.0
강일역3번출구,48150,45,1070.0
e편한세상청계센트럴포레아파트,48110,45,1069.0
코오롱아파트.덕성여대기숙사,48083,45,1069.0
장위3동주민센터,48004,45,1067.0
중화중학교삼거리,48030,45,1067.0
강일역2번출구,48015,45,1067.0
종로구민회관.창신동두산아파트,47925,45,1065.0
문래중학교,47874,45,1064.0
장월초등학교,47865,45,1064.0
가락시장역4번출구.제일오피스텔,47901,45,1064.0
방배고개,47771,45,1062.0
을지로5가.중부시장,47737,45,1061.0
한국과학기술원.홍릉초등학교,47710,45,1060.0
상명고등학교.성원아파트,47720,45,1060.0
강서구청입구,47653,45,1059.0
오금동사거리,47645,45,1059.0
구로역,47641,45,1059.0
태릉입구역4번출구,47546,45,1057.0
신양초등학교앞,47548,45,1057.0
천호초교입구사거리,47532,45,1056.0
암사3동주민센터프라이어팰리스,47512,45,1056.0
대광고등학교앞,47539,45,1056.0
학부생활관,47487,45,1055.0
롯데캐슬루나아파트,47482,45,1055.0
동대문더퍼스트데시앙아파트,47456,45,1055.0
현대시장앞,47491,45,1055.0
망우3동주민센터.혜원여중고후문,47468,45,1055.0
신내데시앙포레아파트220동앞,47440,45,1054.0
대림3동주민센터,47424,45,1054.0
대우APT211동,47450,45,1054.0
,47404,45,1053.0
능동교회앞,47402,45,1053.0
신길주유소,47349,45,1052.0
방배역,47336,45,1052.0
늘푸른동아아파트,47329,45,1052.0
이수역5번출구,47276,45,1051.0
대광초교,47311,45,1051.0
역삼2동주민센터.대림역삼아파트,47278,45,1051.0
지하철2호선교대역4번출구,47272,45,1050.0
도원교통차고지,47238,45,1050.0
국립중앙박물관용산가족공원,47261,45,1050.0
둔전초등학교,47186,45,1049.0
거여역6번출구,47189,45,1049.0
영서중학교,47205,45,1049.0
성동공업고등학교앞,47147,45,1048.0
세관앞,47165,45,1048.0
구로시장.남구로시장입구,47178,45,1048.0
극동아파트,47138,45,1048.0
문정역2번출구,34547,33,1047.0
성산초등학교입구,47048,45,1046.0
삼각지역11번출구,46933,45,1043.0
강일고등학교.강일리버파크7단지,46937,45,1043.0
힐스테이트서울숲리버아파트,46946,45,1043.0
용산e편한세상,46900,45,1042.0
종로3가.1.3.5호선,46855,45,1041.0
서울특별시.보라매병원,46859,45,1041.0
한일병원,46788,45,1040.0
뚝도시장구길,46765,45,1039.0
강동리버스트7.6단지,46734,45,1039.0
신사1동주민센터,46693,45,1038.0
남한산성입구역.법원검찰청,46675,45,1037.0
수서삼성아파트앞,46679,45,1037.0
숭미초등학교,46588,45,1035.0
수의대입구.보건대학원앞,46557,45,1035.0
고척근린공원,46595,45,1035.0
행당역.대림아파트정문,46530,45,1034.0
서울방송고등학교.남산타운아파트,46509,45,1034.0
중화중학교.다문화가족지원센터,12393,12,1033.0
사가정센트럴아이파크아파트,46450,45,1032.0
용두연립,46402,45,1031.0
올림픽공원남2문,46408,45,1031.0
면곡시장앞,46382,45,1031.0
배봉산입구,46409,45,1031.0
푸른마을1단지.이든채아파트,46298,45,1029.0
로데오거리,46266,45,1028.0
논현고개,46245,45,1028.0
7호선신대방삼거리역2번출구.국민은행,46220,45,1027.0
공항중학교.마곡엠밸리9.10단지,46195,45,1027.0
래미안대치팰리스,46220,45,1027.0
미리내마을4.2단지.한별초등학교,46193,45,1027.0
홈플러스금천점,46224,45,1027.0
경기푸른미래관,46205,45,1027.0
디에이치퍼스티어아이파크,33851,33,1026.0
안방학동,46128,45,1025.0
개봉중학교,46142,45,1025.0
행당신동아.행당푸르지오아파트,46106,45,1025.0
대림현대아파트.사당3동주민센터,46073,45,1024.0
선일여고입구,46085,45,1024.0
뚝도시장,46038,45,1023.0
송파동한양1차아파트,45924,45,1021.0
홍은현대아파트,45878,45,1020.0
남부교회,45823,45,1018.0
수서119안전센터앞,45829,45,1018.0
은정초등학교,45830,45,1018.0
방배그랑자이아파트,45781,45,1017.0
강일리버파크9단지후문,45751,45,1017.0
서부경찰서,45760,45,1017.0
푸르지오621동앞,45727,45,1016.0
동대문구청.용두역4번출구,45686,45,1015.0
동일스위트리버아파트.휘봉고교,45584,45,1013.0
신월시영아파트중문,45548,45,1012.0
오목교역,45556,45,1012.0
펜트힐루논현.임피리얼팰리스호텔,45527,45,1012.0
양재노인종합복지관,45531,45,1012.0
양천향교역7번출구,45506,45,1011.0
성원.극동아파트,45483,45,1011.0
고양경찰서앞.고양어린이박물관앞,45459,45,1010.0
기업은행.신촌연세병원,45389,45,1009.0
건대병원입구,45407,45,1009.0
이촌동두산위브트레지움.한강대우아파트,45350,45,1008.0
촬영소사거리.우성그린아파트,45345,45,1008.0
고려대역3번출구,45346,45,1008.0
철산리버빌아파트,45354,45,1008.0
상계초등학교,45356,45,1008.0
숭실고입구,45342,45,1008.0
서울생활사박물관.농협앞,45318,45,1007.0
동익미라벨아파트,45320,45,1007.0
수유중앙시장,45266,45,1006.0
상대원고개,45039,45,1001.0
포레나송파정문,44997,45,1000.0
정원여중,45002,45,1000.0
강동자이.프라자아파트,45003,45,1000.0
후암약수터,44957,45,999.0
길음시장입구,44922,45,998.0
신내우디안아파트107동앞,44931,45,998.0
안국역2번출구앞,44905,45,998.0
성동공업고등학교,44861,45,997.0
방화동동부센트레빌아파트,44840,45,996.0
용두시장앞,44810,45,996.0
사당역4번출구,44736,45,994.0
구로역.나인스애비뉴,44742,45,994.0
신목초등학교입구,44680,45,993.0
방죽마을,44585,45,991.0
복정역2번출구,44550,45,990.0
대치역7번출구.선경아파트,44539,45,990.0
문정2동주민센터.송파청소년센터,44515,45,989.0
원자력병원,44516,45,989.0
성수2가3동주민센터,44503,45,989.0
성수대교남단.현대아파트,44438,45,988.0
중곡1동사거리,44453,45,988.0
서대문독립공원.삼호아파트,32599,33,988.0
고대구로병원후문,44459,45,988.0
약수지구대,44450,45,988.0
독산초등학교,44451,45,988.0
이촌동점보아파트,44431,45,987.0
태화기독교사회복지관,44350,45,986.0
중곡역입구,44363,45,986.0
서서울농협본점,44369,45,986.0
뚝섬역8번출구,44302,45,984.0
가락동쌍용아파트,13781,14,984.0
한신105동앞,44235,45,983.0
두산힐스빌아파트,44237,45,983.0
도산공원,44141,45,981.0
창동쌍용아파트,44166,45,981.0
상월곡역,44153,45,981.0
삼성래미안아파트앞,44110,45,980.0
면목5동주민센터,44094,45,980.0
용마산하늘채아파트,44062,45,979.0
신촌아트레온,44066,45,979.0
금호.한솔아파트,44027,45,978.0
고덕그라시움,44007,45,978.0
장암주공5단지.한국.풍림아파트,44007,45,978.0
화계사입구사거리,44011,45,978.0
롯데캐슬아파트.목3동시장,43977,45,977.0
독산근린공원,43982,45,977.0
잠원성당,43907,45,976.0
신목동역.서울지방식품의약품안전청,43919,45,976.0
상봉1동주민센터,43894,45,975.0
CGV신촌아트레온,43853,45,975.0
개운사입구,43808,45,974.0
신용산지하차도,43840,45,974.0
군포시청.산본역,43835,45,974.0
만안초교,43821,45,974.0
천주교도봉동교회,43808,45,974.0
광명시여성비전센터,43779,45,973.0
서울의료원후문,43796,45,973.0
신대방삼거리역,43796,45,973.0
갈현동성당앞,43720,45,972.0
월드컵파크4단지후문.JTBC,43751,45,972.0
교대역14번출구,43725,45,972.0
독박골.북한산래미안APT,43760,45,972.0
가락동미륭아파트,43658,45,970.0
삼모타워앞.건강보험관악지사,43596,45,969.0
래미안크레시티.답십리도서관,43594,45,969.0
우리현대마트,43627,45,969.0
다운어린이공원.치유하는교회,43581,45,968.0
암사3동주민센터,43573,45,968.0
구룡초교사거리,43535,45,967.0
광명농협,43480,45,966.0
염곡마을.서초50플러스센터,43473,45,966.0
마천역.송파파크센트럴,43419,45,965.0
가양역9번출구.우성아파트,43399,45,964.0
답십리2동한양아파트앞,43384,45,964.0
암사종합시장,43322,45,963.0
약수역4번출구.금호터널입구,43354,45,963.0
선유중학교,43325,45,963.0
오금공원사거리,43317,45,963.0
석수시장.석수현대아파트,43300,45,962.0
천왕이펜하우스6단지,43268,45,962.0
염천교,43196,45,960.0
망원1동주민센터,43175,45,959.0
고원약국,43064,45,957.0
장암역.석림사입구,43060,45,957.0
면목동금호어울림아파트,43070,45,957.0
새솔초등학교입구,43073,45,957.0
방학1동대상타운현대삼성아파트,43003,45,956.0
천주교성수동성당앞,43013,45,956.0
강남효성해링턴코트,43010,45,956.0
거리공원.구로신협본점앞,43022,45,956.0
신내새한아파트앞,43020,45,956.0
서울숲삼부아파트,43010,45,956.0
녹번센트레빌아파트,42998,45,956.0
국립419묘지삼거리.윤극영가옥,42976,45,955.0
서빙고역교차로,42857,45,952.0
사당1동주민센터입구,42819,45,952.0
서부이촌동입구,42796,45,951.0
방이역,42806,45,951.0
강동성심병원,42786,45,951.0
시흥대교,42780,45,951.0
두산위브아파트정문,42761,45,950.0
이대역6번출구,42703,45,949.0
화곡푸르지오,42702,45,949.0
극동방송,42675,45,948.0
잠실트리지움,42602,45,947.0
서울효사랑병원,42622,45,947.0
청량리한신아파트.청량사입구,42585,45,946.0
국민은행자양지점,42549,45,946.0
산장빌라,42580,45,946.0
서울화력발전소입구,42523,45,945.0
하계1동주민센터,42514,45,945.0
신내데시앙포레아파트정문앞,42492,45,944.0
상계현대2차아파트,42424,45,943.0
노원역8번출구,42425,45,943.0
고시촌입구,42381,45,942.0
강동역1번출구.동신중학교,42356,45,941.0
행복유치원,42312,45,940.0
신설동로터리.신한은행앞.서울풍물시장,42259,45,939.0
서울경찰청86.87기동대.우남아파트,42257,45,939.0
구립도서관체육관,42204,45,938.0
자운고등학교앞,42190,45,938.0
도로교통공단서울지부.코트라,42202,45,938.0
총회회관.휘문고입구,42232,45,938.0
아남.대우아파트,42147,45,937.0
동원시장,42146,45,937.0
후암삼거리,42181,45,937.0
공항시장,42111,45,936.0
영휘원사거리.,42104,45,936.0
중계주공4단지,42132,45,936.0
답십리2동시온교회앞,42113,45,936.0
서울영어마을수유캠프국립재활원입구,42107,45,936.0
SBS.YTN,42141,45,936.0
에이스테크노타워,42111,45,936.0
쟁골마을,42137,45,936.0
안양대교,42067,45,935.0
중곡아파트,42048,45,934.0
보훈병원,41981,45,933.0
대치동우성아파트,41987,45,933.0
이촌1동충신교회앞,41983,45,933.0
고대병원,41929,45,932.0
송파푸르지오시티.한화오벨리스크,41912,45,931.0
군포초등학교,41889,45,931.0
서서울농협홍은지점.동신병원,41900,45,931.0
안양대교앞,41839,45,930.0
경신중고입구,41792,45,929.0
용산푸르지오써밋,41825,45,929.0
서울스퀘어앞,41808,45,929.0
이화연립경동제일교회앞,41814,45,929.0
월계2교.참누리아파트,41759,45,928.0
풍안시장.동답초교,41779,45,928.0
상계2동주민센터,41695,45,927.0
개현초등학교,30516,33,925.0
응암초교.백련산힐스테이트3차,41621,45,925.0
샛말.신안인스빌,41642,45,925.0
강서대학교,41604,45,925.0
서래마을입구,41577,45,924.0
월계현대아파트,41559,45,924.0
대조시장,41582,45,924.0
동북프라자,41552,45,923.0
명일역4번출구.명일전통시장,41544,45,923.0
상신중학교앞,41548,45,923.0
상업지역,41473,45,922.0
하안4동주민센터.하안주공4.10단지,41458,45,921.0
